question,correct_answer,id,dataset,ground_truth,prompt,prediction,reference_answer,reference_answer_source,reference_evidence,question_type_v2,reference_answer_v2,reference_answer_valid,reference_validation_reason,reference_answer_source_v2,exact_match,token_f1,contains_ground_truth,contains_prediction_in_reference,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,similarity_v2_sentence_transformers_all_MiniLM_L6_v2,similarity_BAAI_bge_base_en_v1.5,similarity_v2_BAAI_bge_base_en_v1.5,entity_overlap,hybrid_sentence_transformers_all_MiniLM_L6_v2,hybrid_BAAI_bge_base_en_v1.5,result_group,dataset_result,task_type,model,failure_kind,active_similarity,distance,human_category,human_type,human_rationale
how do tube feet serve in food taking,"Tube feet Tube feet function in locomotion, feeding, and respiration. The tube feet in a starfish are arranged in grooves along the arms. They operate through hydraulic pressure. They are used to pass food to the oral mouth at the center, and can attach to surfaces. A starfish that is overturned simply turns one arm over and attaches it to a solid surface, and levers itself the right way up. Tube feet allow these different types of animals to stick to the ocean floor and move slowly. Tube feet consist of two parts: ampullae and podia. Ampullae contain both circular muscles and longitudinal muscle, whereas the podia contain the latter only. The podia use suction to attach to the substratum.[2][3]",sample_372,nq,"Tube feet Tube feet function in locomotion, feeding, and respiration. The tube feet in a starfish are arranged in grooves along the arms. They operate through hydraulic pressure. They are used to pass food to the oral mouth at the center, and can attach to surfaces. A starfish that is overturned simply turns one arm over and attaches it to a solid surface, and levers itself the right way up. Tube feet allow these different types of animals to stick to the ocean floor and move slowly. Tube feet consist of two parts: ampullae and podia. Ampullae contain both circular muscles and longitudinal muscle, whereas the podia contain the latter only. The podia use suction to attach to the substratum.[2][3]","Answer the following question in one or two concise sentences.

Question: how do tube feet serve in food taking

Answer:",Tube feet serve to help echinoderms move and capture food.,Tube feet allow these different types of animals to stick to the ocean floor and move slowly,nq_evidence_sentence,Tube feet allow these different types of animals to stick to the ocean floor and move slowly,general,Tube feet allow these different types of animals to stick to the ocean floor and move slowly,True,valid,nq_evidence_sentence,0,0.38461538461538464,0,0,0,0.6051238775253296,0.6051238775253296,0.8027179837226868,0.8027179837226868,1.0,0.7235867142677308,0.8619025886058808,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8027179837226868,0.19728201627731323,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
what are the teams in the little league world series,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries. Prior to 2001 there were eight teams in the LLWS: four U.S. teams (Central, South, East, and West) and four international (Canada, Latin America, Europe, and the Far East). It should be noted that in 1975 there were only four teams in the LLWS, all from the United States.[6] The international teams returned in 1976.[6] Starting in 1976, two brackets were established, with the four U.S. regions competing in the U.S. bracket and the four non-U.S. regions competing in the International bracket. The U.S. national champion and the International champion then compete for the World Series title.[6]",sample_394,nq,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries. Prior to 2001 there were eight teams in the LLWS: four U.S. teams (Central, South, East, and West) and four international (Canada, Latin America, Europe, and the Far East). It should be noted that in 1975 there were only four teams in the LLWS, all from the United States.[6] The international teams returned in 1976.[6] Starting in 1976, two brackets were established, with the four U.S. regions competing in the U.S. bracket and the four non-U.S. regions competing in the International bracket. The U.S. national champion and the International champion then compete for the World Series title.[6]","Answer the following question in one or two concise sentences.

Question: what are the teams in the little league world series

Answer:","The Little League World Series features 10 teams, typically 8 from the U.S. and 2 international teams.","Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries",nq_evidence_sentence,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries",definition,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries",True,valid,nq_evidence_sentence,0,0.4324324324324324,0,0,0,0.9258463978767395,0.9258463978767395,0.9227474927902222,0.9227474927902222,0.25,0.7230924785137176,0.7209232449531555,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.9227474927902222,0.07725250720977783,semantic_similarity_limitation,extracted_reference_needs_entailment_check,Similar dates or entities remain ambiguous after extraction.
what is the american recovery and reinvestment act of 2009,"American Recovery and Reinvestment Act of 2009 The American Recovery and Reinvestment Act of 2009 (ARRA) (Pub.L. 111â€“5), nicknamed the Recovery Act, was a stimulus package enacted by the 111th U.S. Congress and signed into law by President Barack Obama in February 2009. Developed in response to the Great Recession, the ARRA's primary objective was to save existing jobs and create new ones as soon as possible. Other objectives were to provide temporary relief programs for those most affected by the recession and invest in infrastructure, education, health, and renewable energy.",sample_419,nq,"American Recovery and Reinvestment Act of 2009 The American Recovery and Reinvestment Act of 2009 (ARRA) (Pub.L. 111â€“5), nicknamed the Recovery Act, was a stimulus package enacted by the 111th U.S. Congress and signed into law by President Barack Obama in February 2009. Developed in response to the Great Recession, the ARRA's primary objective was to save existing jobs and create new ones as soon as possible. Other objectives were to provide temporary relief programs for those most affected by the recession and invest in infrastructure, education, health, and renewable energy.","Answer the following question in one or two concise sentences.

Question: what is the american recovery and reinvestment act of 2009

Answer:",The American Recovery and Reinvestment Act of 2009 was a stimulus package aimed at stimulating the economy during the 2008 financial crisis.,American Recovery and Reinvestment Act of 2009 The American Recovery and Reinvestment Act of 2009 (Pub.L,nq_evidence_sentence,American Recovery and Reinvestment Act of 2009 The American Recovery and Reinvestment Act of 2009 (Pub.L,definition,American Recovery and Reinvestment Act of 2009 The American Recovery and Reinvestment Act of 2009 (Pub.L,True,valid,nq_evidence_sentence,0,0.411764705882353,0,0,0,0.7314789891242981,0.7314789891242981,0.8115454912185669,0.8115454912185669,0.6666666666666665,0.7120352923870086,0.7680818438529967,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8115454912185669,0.1884545087814331,semantic_similarity_limitation,extracted_reference_needs_entailment_check,Similar dates or entities remain ambiguous after extraction.
when do you get given an eternity ring,"Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring[citation needed] comprising a band of precious metal (usually gold) set with a continuous line of identically cut gemstones (usually diamonds)[1] to symbolize neverending love, usually given by a spouse to their wife on the occasion of a significant anniversary, typically after 1 or more years of marriage date[citation needed] Because the presence of stones all the way round the eternity ring can make it cumbersome to wear, the alternative is to have the stones across the face of the ring only. This is sometimes referred to as a ""half-eternity"" ring rather than a ""full"" eternity ring.[citation needed]",sample_454,nq,"Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring[citation needed] comprising a band of precious metal (usually gold) set with a continuous line of identically cut gemstones (usually diamonds)[1] to symbolize neverending love, usually given by a spouse to their wife on the occasion of a significant anniversary, typically after 1 or more years of marriage date[citation needed] Because the presence of stones all the way round the eternity ring can make it cumbersome to wear, the alternative is to have the stones across the face of the ring only. This is sometimes referred to as a ""half-eternity"" ring rather than a ""full"" eternity ring.[citation needed]","Answer the following question in one or two concise sentences.

Question: when do you get given an eternity ring

Answer:","An eternity ring is typically given as a gift to symbolize eternal love, often as an anniversary present or a special token of devotion.","Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring comprising a band of precious metal set with a continuous line of identically cut gemstones to symbolize neverending love, usually given.",nq_evidence_sentence,"Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring comprising a band of precious metal set with a continuous line of identically cut gemstones to symbolize neverending love, usually given by a spouse to their wife on the occasion of a significant anniversary, typically after 1 or more years of marriage date Because the presence of stones all the way round the eternity ring can make it cumbersome to wear, the alternative is to have the stones across the face of the ring only",when,"Eternity ring An eternity ring, also known as an infinity ring, is a woman's ring comprising a band of precious metal set with a continuous line of identically cut gemstones to symbolize neverending love, usually given",False,long_evidence_fallback,nq_evidence_sentence,0,0.34615384615384615,0,0,0,0.807378351688385,0.7772773504257202,0.8435477018356323,0.8490560054779053,0.6666666666666666,0.7651648461818694,0.7904833912849425,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8435477018356323,0.15645229816436768,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
is pound sterling the same as british pound,"Pound sterling The pound sterling (symbol: Â£; ISO code: GBP), commonly known as the pound and less commonly referred to as Sterling, is the official currency of the United Kingdom, Jersey, Guernsey, the Isle of Man, South Georgia and the South Sandwich Islands, the British Antarctic Territory,[8][9] and Tristan da Cunha.[10] It is subdivided into 100 pence (singular: penny, abbreviated: p). A number of nations that do not use sterling also have currencies called the pound. At various times, the pound sterling was commodity money or bank notes backed by silver or gold, but it is currently fiat money, backed only by the economy in the areas where it is accepted. The pound sterling is the world's oldest currency still in use and which has been in continuous use since its inception.[11]",sample_495,nq,"Pound sterling The pound sterling (symbol: Â£; ISO code: GBP), commonly known as the pound and less commonly referred to as Sterling, is the official currency of the United Kingdom, Jersey, Guernsey, the Isle of Man, South Georgia and the South Sandwich Islands, the British Antarctic Territory,[8][9] and Tristan da Cunha.[10] It is subdivided into 100 pence (singular: penny, abbreviated: p). A number of nations that do not use sterling also have currencies called the pound. At various times, the pound sterling was commodity money or bank notes backed by silver or gold, but it is currently fiat money, backed only by the economy in the areas where it is accepted. The pound sterling is the world's oldest currency still in use and which has been in continuous use since its inception.[11]","Answer the following question in one or two concise sentences.

Question: is pound sterling the same as british pound

Answer:","Yes, pound sterling and British pound refer to the same currency.","Pound sterling The pound sterling , commonly known as the pound and less commonly referred to as Sterling, is the official currency of the United Kingdom, Jersey, Guernsey, the Isle of Man, South Georgia and the.",nq_evidence_sentence,"Pound sterling The pound sterling , commonly known as the pound and less commonly referred to as Sterling, is the official currency of the United Kingdom, Jersey, Guernsey, the Isle of Man, South Georgia and the South Sandwich Islands, the British Antarctic Territory, and Tristan da Cunha. It is subdivided into 100 pence",yes_no,"Pound sterling The pound sterling , commonly known as the pound and less commonly referred to as Sterling, is the official currency of the United Kingdom, Jersey, Guernsey, the Isle of Man, South Georgia and the",False,long_evidence_fallback,nq_evidence_sentence,0,0.3076923076923077,0,0,0,0.752772867679596,0.6938703060150146,0.8145296573638916,0.8126534223556519,0.0,0.5269410073757171,0.5701707601547241,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.8145296573638916,0.1854703426361084,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
a javabean or bean is a java class that,"JavaBeans In computing based on the Java Platform, JavaBeans are classes that encapsulate many objects into a single object (the bean). They are serializable, have a zero-argument constructor, and allow access to properties using getter and setter methods. The name ""Bean"" was given to encompass this standard, which aims to create reusable software components for Java.",sample_497,nq,"JavaBeans In computing based on the Java Platform, JavaBeans are classes that encapsulate many objects into a single object (the bean). They are serializable, have a zero-argument constructor, and allow access to properties using getter and setter methods. The name ""Bean"" was given to encompass this standard, which aims to create reusable software components for Java.","Answer the following question in one or two concise sentences.

Question: a javabean or bean is a java class that

Answer:","a JavaBean or bean is a Java class that represents an object conforming to specific conventions, often used for data transmission and storage.","JavaBeans In computing based on the Java Platform, JavaBeans are classes that encapsulate many objects into a single object",nq_evidence_sentence,"JavaBeans In computing based on the Java Platform, JavaBeans are classes that encapsulate many objects into a single object",general,"JavaBeans In computing based on the Java Platform, JavaBeans are classes that encapsulate many objects into a single object",True,valid,nq_evidence_sentence,0,0.2162162162162162,0,0,0,0.790087878704071,0.790087878704071,0.842927873134613,0.842927873134613,0.0,0.5530615150928497,0.5900495111942291,implemented_improvement,results_nq_500,long_form,BGE,high_similarity_wrong,0.842927873134613,0.15707212686538696,semantic_similarity_limitation,relatedness_over_scoring,BGE over-scores related concepts that may not be correct.
amusement park on north carolina south carolina border,"Carowinds Carowinds is a 398-acre (161Â ha) amusement park, located adjacent to Interstate 77 on the border between North and South Carolina, in Charlotte and Fort Mill, respectively. The park opened on March 31, 1973, at a cost of $70 million. This was the result of a four-year planning period spearheaded by Charlotte businessman Earl Patterson Hall, who was inspired to build the park by a 1956 trip to Disneyland and a dream of bringing the two states closer together. Owned and operated by Cedar Fair, Carowinds also features a 20-acre (81,000 m2) water park, Carolina Harbor, which is included with park admission. The park has a Halloween event called SCarowinds and a winter event called WinterFest.",sample_31,nq,"Carowinds Carowinds is a 398-acre (161Â ha) amusement park, located adjacent to Interstate 77 on the border between North and South Carolina, in Charlotte and Fort Mill, respectively. The park opened on March 31, 1973, at a cost of $70 million. This was the result of a four-year planning period spearheaded by Charlotte businessman Earl Patterson Hall, who was inspired to build the park by a 1956 trip to Disneyland and a dream of bringing the two states closer together. Owned and operated by Cedar Fair, Carowinds also features a 20-acre (81,000 m2) water park, Carolina Harbor, which is included with park admission. The park has a Halloween event called SCarowinds and a winter event called WinterFest.","Answer the following question in one or two concise sentences.

Question: amusement park on north carolina south carolina border

Answer:",Carowinds is located near the border of North Carolina and South Carolina.,"Carowinds Carowinds is a 398-acre amusement park, located adjacent to Interstate 77 on the border between North and South Carolina, in Charlotte and Fort Mill, respectively",nq_evidence_sentence,"Carowinds Carowinds is a 398-acre amusement park, located adjacent to Interstate 77 on the border between North and South Carolina, in Charlotte and Fort Mill, respectively",general,"Carowinds Carowinds is a 398-acre amusement park, located adjacent to Interstate 77 on the border between North and South Carolina, in Charlotte and Fort Mill, respectively",True,valid,nq_evidence_sentence,0,0.4444444444444444,0,0,0,0.8014869689941406,0.8014869689941406,0.7901806235313416,0.7901806235313416,0.18181818181818182,0.615586332841353,0.6076718910173936,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.8014869689941406,0.19851303100585938,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
compare the speed of sound in solid liquid and gas media,"Speed of sound In common everyday speech, speed of sound refers to the speed of sound waves in air. However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids. For example, (as noted above), sound travels at 343 m/s in air; it travels at 1,484 m/s in water (4.3 times as fast as in air); and at 5,120 m/s in iron (about 15 times as fast as in air). In an exceptionally stiff material such as diamond, sound travels at 12,000 metres per second (26,843Â mph);[1] (about 35 times as fast as in air) which is around the maximum speed that sound will travel under normal conditions.",sample_110,nq,"Speed of sound In common everyday speech, speed of sound refers to the speed of sound waves in air. However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids. For example, (as noted above), sound travels at 343 m/s in air; it travels at 1,484 m/s in water (4.3 times as fast as in air); and at 5,120 m/s in iron (about 15 times as fast as in air). In an exceptionally stiff material such as diamond, sound travels at 12,000 metres per second (26,843Â mph);[1] (about 35 times as fast as in air) which is around the maximum speed that sound will travel under normal conditions.","Answer the following question in one or two concise sentences.

Question: compare the speed of sound in solid liquid and gas media

Answer:","Sound travels fastest in solids, slower in liquids, and slowest in gases.","However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids",nq_evidence_sentence,"However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids",general,"However, the speed of sound varies from substance to substance: sound travels most slowly in gases; it travels faster in liquids; and faster still in solids",True,valid,nq_evidence_sentence,0,0.48648648648648657,0,0,0,0.9001238346099854,0.9001238346099854,0.892000675201416,0.892000675201416,0.0,0.6300866842269897,0.6244004726409912,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.9001238346099854,0.09987616539001465,automatic_label_artifact,extracted_reference_close_paraphrase,"Extracted reference is focused, but automatic label is stricter than paraphrase equivalence."
where did the bald eagle get its name,"Bald eagle Bald eagles are not actually bald; the name derives from an older meaning of the word, ""white headed"". The adult is mainly brown with a white head and tail. The sexes are identical in plumage, but females are about 25 percent larger than males. The beak is large and hooked. The plumage of the immature is brown.",sample_184,nq,"Bald eagle Bald eagles are not actually bald; the name derives from an older meaning of the word, ""white headed"". The adult is mainly brown with a white head and tail. The sexes are identical in plumage, but females are about 25 percent larger than males. The beak is large and hooked. The plumage of the immature is brown.","Answer the following question in one or two concise sentences.

Question: where did the bald eagle get its name

Answer:","The bald eagle got its name from the Old English word ""bald,"" which means white.","Bald eagle Bald eagles are not actually bald; the name derives from an older meaning of the word, ""white headed""",nq_evidence_sentence,"Bald eagle Bald eagles are not actually bald; the name derives from an older meaning of the word, ""white headed""",where,"Bald eagle Bald eagles are not actually bald; the name derives from an older meaning of the word, ""white headed""",True,valid,nq_evidence_sentence,0,0.4666666666666667,0,0,0,0.8759098649024963,0.8759098649024963,0.8679406046867371,0.8679406046867371,0.0,0.6131369054317474,0.6075584232807159,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.8759098649024963,0.12409013509750366,automatic_label_artifact,extracted_reference_close_paraphrase,"Extracted reference is focused, but automatic label is stricter than paraphrase equivalence."
what is commission on human rights of the philippines,"Commission on Human Rights (Philippines) The Commission on Human Rights (CHR) is an independent constitutional office created under the 1987 Constitution of the Philippines, with the primary function of investigating all forms of human rights violations involving civil and political rights in the Philippines.[2]",sample_187,nq,"Commission on Human Rights (Philippines) The Commission on Human Rights (CHR) is an independent constitutional office created under the 1987 Constitution of the Philippines, with the primary function of investigating all forms of human rights violations involving civil and political rights in the Philippines.[2]","Answer the following question in one or two concise sentences.

Question: what is commission on human rights of the philippines

Answer:",The Commission on Human Rights of the Philippines is an independent quasi-judicial body responsible for the promotion and protection of human rights.,"Commission on Human Rights The Commission on Human Rights is an independent constitutional office created under the 1987 Constitution of the Philippines, with the primary function of investigating all forms of human rights violations involving civil.",nq_evidence_sentence,"Commission on Human Rights The Commission on Human Rights is an independent constitutional office created under the 1987 Constitution of the Philippines, with the primary function of investigating all forms of human rights violations involving civil and political rights in the Philippines",definition,"Commission on Human Rights The Commission on Human Rights is an independent constitutional office created under the 1987 Constitution of the Philippines, with the primary function of investigating all forms of human rights violations involving civil",False,long_evidence_fallback,nq_evidence_sentence,0,0.44000000000000006,0,0,0,0.8396743535995483,0.8251067996025085,0.8714851140975952,0.8635489344596863,0.4444444444444444,0.7211053808530172,0.74337291320165,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.8396743535995483,0.16032564640045166,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
what's the population of pinellas county florida,"Pinellas County, Florida Pinellas County is a county located in the state of Florida.[3] As of the 2010 census, the population was 916,542.[4] The county is part of the Tampa–St. Petersburg–Clearwater, Florida Metropolitan Statistical Area.[3] Clearwater is the county seat,[5] and St. Petersburg is the largest city.[3]",sample_203,nq,"Pinellas County, Florida Pinellas County is a county located in the state of Florida.[3] As of the 2010 census, the population was 916,542.[4] The county is part of the Tampa–St. Petersburg–Clearwater, Florida Metropolitan Statistical Area.[3] Clearwater is the county seat,[5] and St. Petersburg is the largest city.[3]","Answer the following question in one or two concise sentences.

Question: what's the population of pinellas county florida

Answer:","The population of Pinellas County, Florida is approximately 1,083,460 as of 2023.","Pinellas County, Florida Pinellas County is a county located in the state of Florida. As of the 2010 census, the population was 916,542. The county is part of the Tampa–St",nq_evidence_sentence,"Pinellas County, Florida Pinellas County is a county located in the state of Florida. As of the 2010 census, the population was 916,542. The county is part of the Tampa–St",general,"Pinellas County, Florida Pinellas County is a county located in the state of Florida. As of the 2010 census, the population was 916,542. The county is part of the Tampa–St",True,valid,nq_evidence_sentence,0,0.4102564102564103,0,0,0,0.9361450672149658,0.9361450672149658,0.826327919960022,0.826327919960022,0.3529411764705882,0.7611838999916525,0.6843118969131918,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.9361450672149658,0.06385493278503418,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
when is the latin american celebration of carnival held,"Carnival Carnival (see other spellings and names) is a Western Christian festive season that occurs before the liturgical season of Lent.[2] The main events typically occur during February or early March, during the period historically known as Shrovetide (or Pre-Lent). Carnival typically involves a public celebration and/or parade combining some elements of a circus, masks, and a public street party. People wear masks and costumes during many such celebrations, allowing them to lose their everyday individuality and experience a heightened sense of social unity.[3] Excessive consumption of alcohol,[4] meat, and other foods proscribed during Lent is extremely common. Other common features of carnival include mock battles such as food fights; social satire and mockery of authorities; the grotesque body displaying exaggerated features, especially large noses, bellies, mouths, and phalli, or elements of animal bodies; abusive language and degrading acts; depictions of disease and gleeful death; and a general reversal of everyday rules and norms.[3][5]",sample_297,nq,"Carnival Carnival (see other spellings and names) is a Western Christian festive season that occurs before the liturgical season of Lent.[2] The main events typically occur during February or early March, during the period historically known as Shrovetide (or Pre-Lent). Carnival typically involves a public celebration and/or parade combining some elements of a circus, masks, and a public street party. People wear masks and costumes during many such celebrations, allowing them to lose their everyday individuality and experience a heightened sense of social unity.[3] Excessive consumption of alcohol,[4] meat, and other foods proscribed during Lent is extremely common. Other common features of carnival include mock battles such as food fights; social satire and mockery of authorities; the grotesque body displaying exaggerated features, especially large noses, bellies, mouths, and phalli, or elements of animal bodies; abusive language and degrading acts; depictions of disease and gleeful death; and a general reversal of everyday rules and norms.[3][5]","Answer the following question in one or two concise sentences.

Question: when is the latin american celebration of carnival held

Answer:","Carnival is typically held before Lent, specifically between late winter and early spring, varying by country but often in February or March.","Carnival Carnival is a Western Christian festive season that occurs before the liturgical season of Lent. The main events typically occur during February or early March, during the period historically known as Shrovetide",nq_evidence_sentence,"Carnival Carnival is a Western Christian festive season that occurs before the liturgical season of Lent. The main events typically occur during February or early March, during the period historically known as Shrovetide",when,"Carnival Carnival is a Western Christian festive season that occurs before the liturgical season of Lent. The main events typically occur during February or early March, during the period historically known as Shrovetide",True,valid,nq_evidence_sentence,0,0.35294117647058826,0,0,0,0.8595480918884277,0.8595480918884277,0.8540350794792175,0.8540350794792175,0.5454545454545454,0.765320027958263,0.7614609192718158,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.8595480918884277,0.14045190811157227,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
what is the use of jar file in java,"JAR (file format) A JAR (Java ARchive) is a package file format typically used to aggregate many Java class files and associated metadata and resources (text, images, etc.) into one file for distribution.[3]",sample_308,nq,"JAR (file format) A JAR (Java ARchive) is a package file format typically used to aggregate many Java class files and associated metadata and resources (text, images, etc.) into one file for distribution.[3]","Answer the following question in one or two concise sentences.

Question: what is the use of jar file in java

Answer:",A jar file in Java is used to package classes and resources into a single file for distribution and deployment.,JAR A JAR is a package file format typically used to aggregate many Java class files and associated metadata and resources into one file for distribution,nq_evidence_sentence,JAR A JAR is a package file format typically used to aggregate many Java class files and associated metadata and resources into one file for distribution,definition,JAR A JAR is a package file format typically used to aggregate many Java class files and associated metadata and resources into one file for distribution,True,valid,nq_evidence_sentence,0,0.6666666666666666,0,0,0,0.9266118407249451,0.9266118407249451,0.8705964088439941,0.8705964088439941,1.0,0.9486282885074615,0.9094174861907959,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.9266118407249451,0.07338815927505493,automatic_label_artifact,extracted_reference_close_paraphrase,"Extracted reference is focused, but automatic label is stricter than paraphrase equivalence."
to whom did the portuguese lose malacca in 1641,"Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641. This combined Dutch-Johor-Aceh efforts effectively destroyed the last bastion of Portuguese power, reducing their influence in the archipelago. The Dutch settled in the city as Dutch Malacca, however the Dutch had no intention to make Malacca their main base, and concentrated on building Batavia (today Jakarta) as their headquarters in the orient instead. The Portuguese ports in the spice-producing areas of Mollucas also fell to the Dutch in the following years. With these conquests, the last Portuguese colonies in Asia remained confined to Portuguese Timor, Goa, Daman and Diu in Portuguese India and Macau until the 20th century.",sample_320,nq,"Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641. This combined Dutch-Johor-Aceh efforts effectively destroyed the last bastion of Portuguese power, reducing their influence in the archipelago. The Dutch settled in the city as Dutch Malacca, however the Dutch had no intention to make Malacca their main base, and concentrated on building Batavia (today Jakarta) as their headquarters in the orient instead. The Portuguese ports in the spice-producing areas of Mollucas also fell to the Dutch in the following years. With these conquests, the last Portuguese colonies in Asia remained confined to Portuguese Timor, Goa, Daman and Diu in Portuguese India and Macau until the 20th century.","Answer the following question in one or two concise sentences.

Question: to whom did the portuguese lose malacca in 1641

Answer:",The Portuguese lost Malacca to the Dutch in 1641.,Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641,nq_evidence_sentence,Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641,general,Portuguese Malacca The Dutch with their local allies assaulted and finally wrested Malacca from the Portuguese in January 1641,True,valid,nq_evidence_sentence,0,0.4166666666666667,0,0,0,0.8028122186660767,0.8028122186660767,0.8300343155860901,0.8300343155860901,0.4444444444444445,0.695301886399587,0.7143573542435964,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.8028122186660767,0.19718778133392334,semantic_similarity_limitation,extracted_reference_needs_entailment_check,Similar dates or entities remain ambiguous after extraction.
is nigeria still a member of united nation,"Nigeria and the United Nations Nigeria is a member of the United Nations. Nigeria did not become independent of the United Kingdom until 1960, while the United Nations had already been established by the Declaration by the United Nations in 1942. Tijjani Muhammad-Bande[3] is the permanent representative of Nigeria.[4]",sample_371,nq,"Nigeria and the United Nations Nigeria is a member of the United Nations. Nigeria did not become independent of the United Kingdom until 1960, while the United Nations had already been established by the Declaration by the United Nations in 1942. Tijjani Muhammad-Bande[3] is the permanent representative of Nigeria.[4]","Answer the following question in one or two concise sentences.

Question: is nigeria still a member of united nation

Answer:","Yes, Nigeria is still a member of the United Nations.",Nigeria and the United Nations Nigeria is a member of the United Nations,nq_evidence_sentence,Nigeria and the United Nations Nigeria is a member of the United Nations,yes_no,Nigeria and the United Nations Nigeria is a member of the United Nations,True,valid,nq_evidence_sentence,0,0.6666666666666665,0,0,0,0.8773260712623596,0.8773260712623596,0.8720412254333496,0.8720412254333496,0.6666666666666666,0.8141282498836517,0.8104288578033447,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.8773260712623596,0.12267392873764038,automatic_label_artifact,extracted_reference_close_paraphrase,"Extracted reference is focused, but automatic label is stricter than paraphrase equivalence."
what are the teams in the little league world series,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries. Prior to 2001 there were eight teams in the LLWS: four U.S. teams (Central, South, East, and West) and four international (Canada, Latin America, Europe, and the Far East). It should be noted that in 1975 there were only four teams in the LLWS, all from the United States.[6] The international teams returned in 1976.[6] Starting in 1976, two brackets were established, with the four U.S. regions competing in the U.S. bracket and the four non-U.S. regions competing in the International bracket. The U.S. national champion and the International champion then compete for the World Series title.[6]",sample_394,nq,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries. Prior to 2001 there were eight teams in the LLWS: four U.S. teams (Central, South, East, and West) and four international (Canada, Latin America, Europe, and the Far East). It should be noted that in 1975 there were only four teams in the LLWS, all from the United States.[6] The international teams returned in 1976.[6] Starting in 1976, two brackets were established, with the four U.S. regions competing in the U.S. bracket and the four non-U.S. regions competing in the International bracket. The U.S. national champion and the International champion then compete for the World Series title.[6]","Answer the following question in one or two concise sentences.

Question: what are the teams in the little league world series

Answer:","The Little League World Series features 10 teams, typically 8 from the U.S. and 2 international teams.","Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries",nq_evidence_sentence,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries",definition,"Little League World Series The Little League World Series consists of 16 teams–8 from the United States, and 8 from other countries",True,valid,nq_evidence_sentence,0,0.4324324324324324,0,0,0,0.9258463978767395,0.9258463978767395,0.9227474927902222,0.9227474927902222,0.25,0.7230924785137176,0.7209232449531555,implemented_improvement,results_nq_500,long_form,MiniLM,high_similarity_wrong,0.9258463978767395,0.0741536021232605,semantic_similarity_limitation,extracted_reference_needs_entailment_check,Similar dates or entities remain ambiguous after extraction.
