dataset,model,failure_kind,id,question,ground_truth,prediction,token_f1,contains_ground_truth,similarity_MiniLM,similarity_BGE,suggested_heuristic_type,human_type,human_notes
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1899,"Farsightedness, or hyperopia, is the condition in which distant objects are seen clearly, but nearby objects are?",blurry,blurred,0.0,0,0.8593360781669617,0.8755369186401367,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_858,What occurs when a substance diffuses through a cell membrane without any help from other molecules?,simple diffusion,Facilitated diffusion,0.5,0,0.8016706109046936,0.7593908905982971,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1935,The majority of solids are what in nature?,crystalline,crystals,0.0,0,0.850743293762207,0.8640325665473938,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1850,Reversing the orientation of a chromosomal segment is called what?,inversions,Inversion,0.0,0,0.9534246921539307,0.9493474960327148,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1042,The chemical behavior of elements can largely be explained by what?,electron configurations,Electron configuration,0.5,0,0.9687708616256714,0.976202666759491,morphology_or_inflection,morphology_or_inflection,High-similarity wrong: Prediction differs mainly by singular/plural or simple inflection; this is likely an automatic-label artifact.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3498,"In celsius, what is the boiling point of water?",one hundred degrees,100 degrees,0.4,0,0.9171867370605469,0.8979480266571045,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_1265,Elements are pure substances that make up what?,all matter,matter,0.6666666666666666,0,0.8418278098106384,0.8272978663444519,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3678,Where does the christmas tree worm live?,tropical coral reefs,in coral reefs,0.6666666666666666,0,0.8347591757774353,0.8146368861198425,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3539,What is caused by human actions that releases chemical substances and particles into the air?,air pollution,Pollution,0.6666666666666666,0,0.8512415289878845,0.8604536056518555,underspecified_or_overspecified_answer,underspecified_or_overspecified_answer,"High-similarity wrong: Prediction shares key content but is either too broad, too narrow, or includes a different level of specificity."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3381,Bacteria are what kind of cell?,prokaryotes,Prokaryotic,0.0,0,0.9271088242530823,0.929705023765564,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_383,"Different forms, or allotropes, of carbon are diamond, graphite, and what?",fullerenes,fullerene,0.0,0,0.8909990787506104,0.9689473509788513,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,high_similarity_wrong,sample_3031,What are the attractive forces that occur between polar molecules called?,dipole-dipole forces,Dipole-dipole interactions,0.6666666666666666,0,0.8572719693183899,0.9006580710411072,synonym_or_paraphrase_labeling_artifact,synonym_or_paraphrase_labeling_artifact,High-similarity wrong: Prediction is a close paraphrase or synonym of the reference; automatic exact/token labels may be too strict.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_4287,How many valence electrons can be found in a carbon atom?,four,4,0.0,0,0.8942000865936279,0.863497257232666,numeric_equivalence,numeric_equivalence,High-similarity wrong: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_875,What gas is released into the atmosphere when fossil fuels are burned?,co2,Carbon dioxide,0.0,0,0.8494598865509033,0.8872537612915039,other_or_true_semantic_error,other_or_true_semantic_error,High-similarity wrong: Requires manual review; this may be a genuine model answer error or an unhandled labeling issue.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_2663,"In a carbon triple bond, how many pairs of electrons are shared?",three,3,0.0,0,0.8656187653541565,0.915686845779419,numeric_equivalence,numeric_equivalence,High-similarity wrong: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.
results_sciq_5000,MiniLM,high_similarity_wrong,sample_4901,What molecules with a nitrogen base are the basic components of nucleic acids?,nucleiotides,Nucleotides,0.0,0,0.9130929112434387,0.9511591792106628,semantic_relatedness_not_correctness,semantic_relatedness_not_correctness,"High-similarity wrong: Prediction is semantically related to the reference, but relatedness alone may not prove factual correctness."
results_sciq_5000,MiniLM,low_similarity_correct,sample_341,What basic plant structure facilitates dispersal of pollen and fruit by raising reproductive structures?,stem,"Stigma and style in flowers, stem in fruits.",0.2222222222222222,1,0.4193468987941742,0.5612135529518127,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_685,How many types of galaxies are there?,three,"Three main types: elliptical, spiral, and irregular.",0.25,1,0.19018766283988953,0.7116066813468933,numeric_equivalence,numeric_equivalence,Low-similarity correct: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.
results_sciq_5000,MiniLM,low_similarity_correct,sample_715,The oxygen regions of the water molecules have what kind of charge?,negative,Partial negative charge,0.5,1,0.3766888380050659,0.7054961919784546,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_849,How many calories of energy does one gram of sugar or starch provide?,4,4 calories,0.6666666666666666,1,0.37400469183921814,0.7618676424026489,numeric_equivalence,numeric_equivalence,Low-similarity correct: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.
results_sciq_5000,MiniLM,low_similarity_correct,sample_885,What is it called when bones get longer and bigger?,growth,Growth plates or epiphyseal plates,0.33333333333333337,1,0.36670491099357605,0.6909453868865967,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_888,What do skeletal muscles enable the body to do?,move,Enable movement.,0.0,1,0.40438738465309143,0.7631568312644958,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1237,Are bones considered living or dead tissues?,living,Living tissues,0.6666666666666666,1,0.48152509331703186,0.7090209722518921,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1274,How much distance can beta particles travel through air?,meter,A few centimeters,0.0,1,0.4039217531681061,0.6169153451919556,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1290,Homologous chromosomes move toward what poles?,opposite,Opposite poles,0.6666666666666666,1,0.4063134789466858,0.8109198212623596,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1294,Yogurt is made from milk fermented with what type of organism?,bacteria,Yogurt is made from milk fermented with bacteria.,0.2222222222222222,1,0.3989391028881073,0.6979832649230957,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1394,The logistics of carrying out cellular metabolism sets limits on what physical property of the cell?,size,Cell size,0.6666666666666666,1,0.4905663728713989,0.7156122922897339,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1481,What property are alkali metals at room temperature?,solid,Solid elements except for lithium.,0.33333333333333337,1,0.4927574098110199,0.6927046775817871,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1659,What is the fracture called when rocks on both sides move?,a fault,Strike-slip fault,0.5,1,0.4988851547241211,0.7019821405410767,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1818,"Oxides of small, highly charged ions of what type tend to be acidic?",metal,Oxides of non-metals.,0.0,1,0.42684435844421387,0.6288269758224487,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_1893,"What is the term for  tough, flexible connective tissue that contains the protein collagen?",cartilage,Fibrocartilage,0.0,1,0.44332101941108704,0.7263253331184387,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_2146,"In the case of the thyroid hormone pathway, thyroid hormone itself carries out what kind of feedback?",negative,Negative feedback,0.6666666666666666,1,0.4880053699016571,0.7862151861190796,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_2198,A multiaxial ball-and-socket joint has much more mobility than a what hinge joint?,uniaxial,uniaxial hinge joint,0.5,1,0.4356139004230499,0.7941997051239014,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_2255,What type of winds blow only over a limited area?,local,Local winds,0.6666666666666666,1,0.4769901931285858,0.5736185312271118,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_2643,"Condensation, melting, deposition, sublimation, vaporization, and freezing are all considered changes in what?",state,states of matter,0.0,1,0.4911094009876251,0.6946631669998169,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3106,What is hole that is dug or drilled through the ground down to an aquifer?,well,"Well, that's a borehole.",0.4,1,0.285294771194458,0.6031580567359924,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3148,A plane mirror has a flat reflective surface and forms only which kind of images?,virtual,"Virtual, laterally inverted images.",0.4,1,0.480133056640625,0.6823902726173401,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3166,Researchers have also used insect courtship to explore genetic variation underlying differences in what?,behavior,mating behavior,0.6666666666666666,1,0.48360809683799744,0.8145832419395447,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3296,Spores are generally produced through what type of reproduction?,sexual,Asexual reproduction,0.0,1,0.4312811493873596,0.6539949178695679,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3310,Excretory organs that conserve what essential substance help terrestrial animals to avoid desiccation?,water,Kidneys conserve water.,0.5,1,0.4520890712738037,0.6847836971282959,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3366,"Most hormones are controlled by what type of feedback, which causes the hormone to decrease its own production?",negative,Negative feedback,0.6666666666666666,1,0.4880053400993347,0.7862151861190796,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3385,How many alleles comes from each parent?,one,One allele from each parent.,0.33333333333333337,1,0.29464858770370483,0.6043398976325989,numeric_equivalence,numeric_equivalence,Low-similarity correct: Prediction and reference use equivalent numeric forms; automatic labeling/similarity can be sensitive to surface form.
results_sciq_5000,MiniLM,low_similarity_correct,sample_3405,What is the most common type of capillary?,continuous,Continuous capillary,0.6666666666666666,1,0.4480212330818176,0.7837310433387756,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3567,"Within a bud, what is spaced close together because the internodes are very short?",leaves,Buds contain immature leaves and floral parts densely packed.,0.19999999999999998,1,0.48243123292922974,0.6483632326126099,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3843,What type of digestion is chewing an example of?,mechanical,Mechanical digestion,0.6666666666666666,1,0.3961436152458191,0.7036324739456177,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_3846,What kind of bonds are there between carbon atoms in saturated fatty acids?,single,Single bonds,0.6666666666666666,1,0.3857199251651764,0.7477173805236816,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_4124,How are electrons shared in covalent bonds?,equally,Electrons are shared equally between atoms.,0.2857142857142857,1,0.32370153069496155,0.6792581081390381,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_4338,When a lower energy level is ______ electrons are added to the next higher energy level.,full,"When a lower energy level is full, electrons are added to the next higher energy level.",0.13333333333333333,1,0.2344810664653778,0.583279013633728,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_4360,What is algae easier to covert into that corn is currently used for?,fuel,biofuel,0.0,1,0.49416297674179077,0.7373673319816589,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_4526,The rest of the energy stored in glucose is lost as what?,heat,heat and waste products,0.4,1,0.48060399293899536,0.7195454835891724,answer_containment_low_embedding_score,answer_containment_low_embedding_score,"Low-similarity correct: Prediction contains the reference answer, but the embedding score is low; short-answer signal may be diluted."
results_sciq_5000,MiniLM,low_similarity_correct,sample_4614,What is the limiting factor for bacteria in a dish?,space,"Resources (food, space, oxygen)",0.4,1,0.3680990934371948,0.7413885593414307,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_4757,The motor thus acts as a generator whenever its coil does what?,rotates,The motor thus acts as a generator whenever its coil rotates in a magnetic field.,0.15384615384615385,1,0.3351847529411316,0.6037092804908752,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
results_sciq_5000,MiniLM,low_similarity_correct,sample_4910,What is cholera?,bacteria,Bacterial infection causing severe diarrhea.,0.0,1,0.48015934228897095,0.7051649689674377,overly_long_answer_context_dilution,overly_long_answer_context_dilution,"Low-similarity correct: Prediction embeds the correct answer in a longer sentence, so extra context likely lowers the similarity score."
