stage,method,family,label_field,score_field,reference_field,num_correct,num_incorrect,correct_mean,incorrect_mean,gap,fixed_threshold,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,roc_auc,pr_auc,best_threshold,best_accuracy,best_precision,best_recall,best_f1,high_similarity_wrong,low_similarity_correct,dataset,task_type,embedding_model,question_type,threshold_scope,calibration_status,skip_reason,num_examples,num_positive,num_negative,score_std,cv_num_folds,cv_selected_thresholds,cv_mean_selected_threshold,cv_threshold_std
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8946134746074677,0.3640349064909277,0.53057856811654,0.75,0.9565217391304348,0.6666666666666666,1.0,0.8,0.9761904761904762,0.8333333333333333,0.74,0.9565217391304348,0.6666666666666666,1.0,0.8,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,inherited_global,skipped,num_examples<50,23,2,21,0.25789163324223163,,,,
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,0.9824999999999999,0.5478964182403352,0.43460358175966474,0.75,0.84,0.38461538461538464,1.0,0.5555555555555556,0.9966666666666666,0.9666666666666667,0.84,0.98,0.8333333333333334,1.0,0.9090909090909091,6,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,global_fixed,reporting_only,,100,10,90,0.22219102406365826,,,,
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,,,,0.8640000000000001,0.93,0.6153846153846154,0.8,0.6956521739130435,0.9966666666666666,0.9666666666666667,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,question_type_cv,applied,,100,10,90,0.22219102406365826,5,0.84;0.84;0.84;0.99;0.81,0.8640000000000001,0.06406246951218786
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,0.9202204595009486,0.41388716113542307,0.5063332983655255,0.75,0.9,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.9650735294117646,0.798262617012617,0.83,0.9375,0.7692307692307693,0.8333333333333334,0.8,4,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,global_fixed,reporting_only,,80,12,68,0.2905280738356067,,,,
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,,,,0.844,0.925,0.75,0.75,0.75,0.9650735294117646,0.798262617012617,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,question_type_cv,applied,,80,12,68,0.2905280738356067,5,0.83;0.83;0.83;0.90;0.83,0.844,0.028000000000000025
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,0.8450479626655578,0.3589233061860478,0.48612465647951003,0.75,0.9178082191780822,0.6666666666666666,0.8,0.7272727272727273,0.8978174603174603,0.8428958876969964,0.88,0.958904109589041,0.8888888888888888,0.8,0.8421052631578947,5,3,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,global_fixed,reporting_only,,146,20,126,0.2668779106337443,,,,
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,,,,0.8799999999999999,0.9383561643835616,0.7894736842105263,0.75,0.7692307692307693,0.8978174603174603,0.8428958876969964,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,question_type_cv,applied,,146,20,126,0.2668779106337443,5,0.88;0.93;0.88;0.88;0.83,0.8799999999999999,0.031622776601683826
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.4972655014227442,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,global_fixed,reporting_only,,14,0,14,0.21595840318200898,,,,
unit4,Factual conflict penalty on span max similarity: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_span_max_similarity_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.4972655014227442,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.21595840318200898,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,48,452,0.6308817629236728,0.3225632102533836,0.30831855267028924,0.75,0.92,0.6428571428571429,0.375,0.47368421052631576,0.8214417404129793,0.5120853720140979,0.7,0.904,0.5,0.5208333333333334,0.5102040816326531,3,15,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,all,dataset_global,dataset_reference,,500,48,452,0.23490431098622763,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.7084180742502213,0.4539830285749502,0.2544350456752711,0.75,0.9032258064516129,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.69,0.8387096774193549,0.16666666666666666,1.0,0.2857142857142857,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,global_fixed,reporting_only,,31,1,30,0.21671044987124652,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.7084180742502213,0.4539830285749502,0.2544350456752711,0.75,0.9032258064516129,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.69,0.8387096774193549,0.16666666666666666,1.0,0.2857142857142857,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,inherited_global,skipped,num_examples<50,31,1,30,0.21671044987124652,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.48942658801873523,0.4247834638184341,0.0646431242003011,0.75,0.9423076923076923,0.0,0.0,0.0,0.5874587458745875,0.04607244607244607,0.36,0.40384615384615385,0.046153846153846156,1.0,0.08823529411764706,2,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,global_fixed,reporting_only,,104,3,101,0.2040516200761241,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.48942658801873523,0.4247834638184341,0.0646431242003011,0.75,0.9423076923076923,0.0,0.0,0.0,0.5874587458745875,0.04607244607244607,0.36,0.40384615384615385,0.046153846153846156,1.0,0.08823529411764706,2,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,inherited_global,skipped,num_positive<10,104,3,101,0.2040516200761241,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.27224633768200873,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,global_fixed,reporting_only,,2,0,2,0.11536476090550422,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.27224633768200873,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,inherited_global,skipped,num_examples<50,2,0,2,0.11536476090550422,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8197944268584252,0.214540462487466,0.6052539643709591,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,1.0,1.0,1.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,global_fixed,reporting_only,,23,2,21,0.2337137123741076,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8197944268584252,0.214540462487466,0.6052539643709591,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,1.0,1.0,1.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,inherited_global,skipped,num_examples<50,23,2,21,0.2337137123741076,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,0.6806397048011423,0.3709023129949087,0.3097373918062336,0.75,0.91,0.5714285714285714,0.4,0.47058823529411764,0.8933333333333333,0.5568410625014398,0.69,0.91,0.5384615384615384,0.7,0.6086956521739131,0,1,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,global_fixed,reporting_only,,100,10,90,0.21396914944735,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,,,,0.6819999999999999,0.9,0.5,0.7,0.5833333333333334,0.8933333333333333,0.5568410625014398,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,question_type_cv,applied,,100,10,90,0.21396914944735,5,0.69;0.69;0.69;0.69;0.65,0.6819999999999999,0.01599999999999997
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,0.6235229860680799,0.2457802225302092,0.3777427635378707,0.75,0.9,1.0,0.3333333333333333,0.5,0.8897058823529411,0.6857562102244198,0.64,0.9,0.75,0.5,0.6,0,5,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,global_fixed,reporting_only,,80,12,68,0.2426975973174813,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,,,,0.6100000000000001,0.85,0.5,0.5,0.5,0.8897058823529411,0.6857562102244198,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,question_type_cv,applied,,80,12,68,0.2426975973174813,5,0.29;0.64;0.74;0.74;0.64,0.6100000000000001,0.16613247725836147
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,0.6088682523742319,0.2168104728395563,0.39205777953467563,0.75,0.9178082191780822,1.0,0.4,0.5714285714285714,0.8581349206349206,0.7018689735359018,0.72,0.9246575342465754,1.0,0.45,0.6206896551724138,0,8,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,global_fixed,reporting_only,,146,20,126,0.229997646819673,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,,,,0.61,0.8835616438356164,0.6,0.45,0.5142857142857142,0.8581349206349206,0.7018689735359018,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,question_type_cv,applied,,146,20,126,0.229997646819673,5,0.64;0.72;0.72;0.38;0.59,0.61,0.1252198067399882
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.48669464747415114,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,global_fixed,reporting_only,,14,0,14,0.22432983351680544,,,,
unit4,Factual conflict penalty on multi-view score: sentence-transformers/all-MiniLM-L6-v2,factual_conflict_penalty,correct_label,factual_conflict_adjusted_multi_view_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.48669464747415114,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.22432983351680544,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,48,452,0.6399055852302505,0.2950876590680533,0.34481792616219725,0.75,0.928,0.75,0.375,0.5,0.8638919616519174,0.59793828121681,0.71,0.932,0.7333333333333333,0.4583333333333333,0.5641025641025641,1,14,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,all,dataset_global,dataset_reference,,500,48,452,0.21991419716108937,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.6570464640855789,0.41151769234491137,0.2455287717406675,0.75,0.9354838709677419,0.0,0.0,0.0,0.9,0.25,0.63,0.9032258064516129,0.25,1.0,0.4,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,global_fixed,reporting_only,,31,1,30,0.204431441465416,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.6570464640855789,0.41151769234491137,0.2455287717406675,0.75,0.9354838709677419,0.0,0.0,0.0,0.9,0.25,0.63,0.9032258064516129,0.25,1.0,0.4,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,inherited_global,skipped,num_examples<50,31,1,30,0.204431441465416,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.39309874922037125,0.35895574520123413,0.03414300401913711,0.75,0.9711538461538461,0.0,0.0,0.0,0.5346534653465346,0.03965201002911135,0.4,0.5769230769230769,0.044444444444444446,0.6666666666666666,0.08333333333333333,0,3,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,global_fixed,reporting_only,,104,3,101,0.17332786113180854,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.39309874922037125,0.35895574520123413,0.03414300401913711,0.75,0.9711538461538461,0.0,0.0,0.0,0.5346534653465346,0.03965201002911135,0.4,0.5769230769230769,0.044444444444444446,0.6666666666666666,0.08333333333333333,0,3,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,inherited_global,skipped,num_positive<10,104,3,101,0.17332786113180854,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.24817408993840218,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,global_fixed,reporting_only,,2,0,2,0.11895636096596718,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.24817408993840218,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,inherited_global,skipped,num_examples<50,2,0,2,0.11895636096596718,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8140426483005285,0.21015946873591196,0.6038831795646166,0.75,0.9565217391304348,1.0,0.5,0.6666666666666666,1.0,1.0,0.53,1.0,1.0,1.0,1.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,global_fixed,reporting_only,,23,2,21,0.22754299988585314,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,2,21,0.8140426483005285,0.21015946873591196,0.6038831795646166,0.75,0.9565217391304348,1.0,0.5,0.6666666666666666,1.0,1.0,0.53,1.0,1.0,1.0,1.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,number,inherited_global,skipped,num_examples<50,23,2,21,0.22754299988585314,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,0.7079124901723116,0.34551270863951616,0.36239978153279545,0.75,0.92,0.625,0.5,0.5555555555555556,0.9522222222222223,0.6683467023172905,0.66,0.94,0.7,0.7,0.7,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,global_fixed,reporting_only,,100,10,90,0.2009913076979815,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,10,90,,,,0.64,0.91,0.5384615384615384,0.7,0.6086956521739131,0.9522222222222223,0.6683467023172905,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,when,question_type_cv,applied,,100,10,90,0.2009913076979815,5,0.66;0.66;0.66;0.66;0.56,0.64,0.039999999999999994
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,0.655769798749437,0.25908822445050933,0.39668157429892764,0.75,0.9125,1.0,0.4166666666666667,0.5882352941176471,0.8982843137254901,0.7024151973230671,0.64,0.9,0.75,0.5,0.6,0,3,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,global_fixed,reporting_only,,80,12,68,0.24375049995013906,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,12,68,,,,0.546,0.7875,0.35294117647058826,0.5,0.41379310344827586,0.8982843137254901,0.7024151973230671,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,where,question_type_cv,applied,,80,12,68,0.24375049995013906,5,0.46;0.64;0.46;0.68;0.49,0.546,0.09457272334029512
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,0.6151338797993958,0.19862009824123344,0.4165137815581624,0.75,0.910958904109589,1.0,0.35,0.5185185185185185,0.8686507936507938,0.7519313038306629,0.57,0.9315068493150684,0.9166666666666666,0.55,0.6875,0,8,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,global_fixed,reporting_only,,146,20,126,0.22475742307088947,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,20,126,,,,0.48599999999999993,0.8698630136986302,0.5217391304347826,0.6,0.5581395348837209,0.8686507936507938,0.7519313038306629,,,,,,,,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,who,question_type_cv,applied,,146,20,126,0.22475742307088947,5,0.49;0.57;0.57;0.40;0.40,0.48599999999999993,0.07605261336732615
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.4378277443693332,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,global_fixed,reporting_only,,14,0,14,0.21860642109608583,,,,
unit6,Reduced fixed multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_fixed_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,14,nan,0.4378277443693332,nan,0.75,0.8571428571428571,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,yes_no,inherited_global,skipped,num_examples<50,14,0,14,0.21860642109608583,,,,
unit6,Reduced span-precision multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,48,452,0.6836782071448396,0.31204465237643936,0.37163355476840026,0.75,0.934,0.7777777777777778,0.4375,0.56,0.8866841814159292,0.6738942475932274,0.63,0.926,0.6078431372549019,0.6458333333333334,0.6262626262626263,1,8,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,all,dataset_global,dataset_reference,,500,48,452,0.22091383134315415,,,,
unit6,Reduced span-precision multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.6614158421754837,0.4084239612830455,0.2529918808924382,0.75,0.9354838709677419,0.0,0.0,0.0,0.9333333333333333,0.3333333333333333,0.66,0.9354838709677419,0.3333333333333333,1.0,0.5,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,global_fixed,reporting_only,,31,1,30,0.2026653091793578,,,,
unit6,Reduced span-precision multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,1,30,0.6614158421754837,0.4084239612830455,0.2529918808924382,0.75,0.9354838709677419,0.0,0.0,0.0,0.9333333333333333,0.3333333333333333,0.66,0.9354838709677419,0.3333333333333333,1.0,0.5,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,definition,inherited_global,skipped,num_examples<50,31,1,30,0.2026653091793578,,,,
unit6,Reduced span-precision multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.39695850263039273,0.3579155989853692,0.03904290364502355,0.75,0.9711538461538461,0.0,0.0,0.0,0.5478547854785478,0.04125615763546798,0.43,0.6057692307692307,0.047619047619047616,0.6666666666666666,0.08888888888888889,0,3,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,global_fixed,reporting_only,,104,3,101,0.1701906558785475,,,,
unit6,Reduced span-precision multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,3,101,0.39695850263039273,0.3579155989853692,0.03904290364502355,0.75,0.9711538461538461,0.0,0.0,0.0,0.5478547854785478,0.04125615763546798,0.43,0.6057692307692307,0.047619047619047616,0.6666666666666666,0.08888888888888889,0,3,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,general,inherited_global,skipped,num_positive<10,104,3,101,0.1701906558785475,,,,
unit6,Reduced span-precision multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.2501617092639208,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,global_fixed,reporting_only,,2,0,2,0.11887817643582821,,,,
unit6,Reduced span-precision multi-view hybrid: sentence-transformers/all-MiniLM-L6-v2,multi_view_hybrid_scoring,correct_label,unit6_span_precision_multi_view_hybrid_score_sentence_transformers_all_MiniLM_L6_v2,reference_answer_v2,0,2,nan,0.2501617092639208,nan,0.75,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nq,long_form,sentence-transformers/all-MiniLM-L6-v2,list,inherited_global,skipped,num_examples<50,2,0,2,0.11887817643582821,,,,
