result_group,dataset,task_type,model,failure_kind,id,question,reference_used,ground_truth,prediction,reference_answer_source,correct_label,token_f1,active_similarity,distance,human_category,human_type,human_rationale,annotator
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_4236,who landed on the moon for the first time,"Apollo 11 Apollo 11 was the spaceflight that landed the first two humans on the Moon. Mission commander Neil Armstrong and pilot Buzz Aldrin, both American, landed the lunar module Eagle on July 20, 1969, at 20:18 UTC. Armstrong became the first human to step onto the lunar surface six hours after landing on July 21 at 02:56:15 UTC; Aldrin joined him about 20 minutes later. They spent about two and a quarter hours together outside the spacecraft, and collected 47.5 pounds (21.5Â kg) of lunar material to bring back to Earth. Michael Collins piloted the command module Columbia alone in lunar orbit while they were on the Moon's surface. Armstrong and Aldrin spent just under a day on the lunar surface before rejoining Columbia in lunar orbit.","Apollo 11 Apollo 11 was the spaceflight that landed the first two humans on the Moon. Mission commander Neil Armstrong and pilot Buzz Aldrin, both American, landed the lunar module Eagle on July 20, 1969, at 20:18 UTC. Armstrong became the first human to step onto the lunar surface six hours after landing on July 21 at 02:56:15 UTC; Aldrin joined him about 20 minutes later. They spent about two and a quarter hours together outside the spacecraft, and collected 47.5 pounds (21.5Â kg) of lunar material to bring back to Earth. Michael Collins piloted the command module Columbia alone in lunar orbit while they were on the Moon's surface. Armstrong and Aldrin spent just under a day on the lunar surface before rejoining Columbia in lunar orbit.",Neil Armstrong landed on the moon for the first time.,,0,0.0923076923076923,0.816,0.184,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_611,who appoints the judges of supreme court of india,"Supreme Court of India As per the Constitution, as held by the court in the Three Judges Cases – (1982, 1993, 1998), a judge is appointed to the Supreme Court by the President of India on the recommendation of the collegium  — a closed group of the Chief Justice of India, the four most senior judges of the court and the senior-most judge hailing from the high court of a prospective appointee.[24] This has resulted in a Memorandum of Procedure being followed, for the appointments.","Supreme Court of India As per the Constitution, as held by the court in the Three Judges Cases – (1982, 1993, 1998), a judge is appointed to the Supreme Court by the President of India on the recommendation of the collegium  — a closed group of the Chief Justice of India, the four most senior judges of the court and the senior-most judge hailing from the high court of a prospective appointee.[24] This has resulted in a Memorandum of Procedure being followed, for the appointments.","The President of India appoints judges to the Supreme Court of India, subject to the advice of the Collegium.",,0,0.26506024096385544,0.818,0.182,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_4727,when was the title of pope first used,"Pope The word pope derives from Greek πάππας meaning ""father"". In the early centuries of Christianity, this title was applied, especially in the east, to all bishops[18] and other senior clergy, and later became reserved in the west to the Bishop of Rome, a reservation made official only in the 11th century.[19][20][21][22][23] The earliest record of the use of this title was in regard to the by then deceased Patriarch of Alexandria, Pope Heraclas of Alexandria (232–248).[24] The earliest recorded use of the title ""pope"" in English dates to the mid-10th century, when it was used in reference to Pope Vitalian in an Old English translation of Bede's Historia ecclesiastica gentis Anglorum.[25]","Pope The word pope derives from Greek πάππας meaning ""father"". In the early centuries of Christianity, this title was applied, especially in the east, to all bishops[18] and other senior clergy, and later became reserved in the west to the Bishop of Rome, a reservation made official only in the 11th century.[19][20][21][22][23] The earliest record of the use of this title was in regard to the by then deceased Patriarch of Alexandria, Pope Heraclas of Alexandria (232–248).[24] The earliest recorded use of the title ""pope"" in English dates to the mid-10th century, when it was used in reference to Pope Vitalian in an Old English translation of Bede's Historia ecclesiastica gentis Anglorum.[25]","The title ""Pope"" was first used in the 1st century to refer to the Bishop of Rome.",,0,0.17886178861788618,0.809,0.191,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,BGE,high_similarity_wrong,sample_1738,who played schindler in the movie schindler's list,"Schindler's List Schindler's List is a 1993 American epic historical period drama film directed and co-produced by Steven Spielberg and scripted by Steven Zaillian. It is based on the novel Schindler's Ark by Australian novelist Thomas Keneally. The film relates a period in the life of Oskar Schindler, an ethnic German businessman, during which he saved the lives of more than a thousand mostly Polish-Jewish refugees from the Holocaust by employing them in his factories during World War II. It stars Liam Neeson as Schindler, Ralph Fiennes as SS officer Amon Göth, and Ben Kingsley as Schindler's Jewish accountant Itzhak Stern.","Schindler's List Schindler's List is a 1993 American epic historical period drama film directed and co-produced by Steven Spielberg and scripted by Steven Zaillian. It is based on the novel Schindler's Ark by Australian novelist Thomas Keneally. The film relates a period in the life of Oskar Schindler, an ethnic German businessman, during which he saved the lives of more than a thousand mostly Polish-Jewish refugees from the Holocaust by employing them in his factories during World War II. It stars Liam Neeson as Schindler, Ralph Fiennes as SS officer Amon Göth, and Ben Kingsley as Schindler's Jewish accountant Itzhak Stern.",Liam Neeson played Schindler in the movie Schindler's List.,,0,0.1308411214953271,0.808,0.192,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_1675,when does the 2018/19 nba schedule come out,"2018–19 NBA season The regular season will begin on October 16, 2018 and will end on April 10, 2019. The entire schedule was released at 4:00Â p.m. ET on August 10, 2018.[21]","2018–19 NBA season The regular season will begin on October 16, 2018 and will end on April 10, 2019. The entire schedule was released at 4:00Â p.m. ET on August 10, 2018.[21]","The 2018/19 NBA schedule was released on July 10, 2018.",,0,0.40909090909090906,0.850,0.150,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_170,where does the last name jacobo come from,Jacobo Jacobo is both a surname and a given name based on the names Jacob or James. Notable people with the name include:,Jacobo Jacobo is both a surname and a given name based on the names Jacob or James. Notable people with the name include:,"Jacobo is an Italian surname derived from the given name Jacobo, which is a variant of Jacob.",,0,0.4242424242424242,0.915,0.085,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_4985,reigo the deep-sea monster vs. the battleship yamato,"Deep Sea Monster Reigo Reigo: The Deep-Sea Monster vs. the Battleship Yamato (深海獣レイゴー, Shinkaijū Reigō) is a 2005 independent tokusatsu film by Shinpei Hayashiya. Veteran artist Keita Amemiya designed the titular monster. The film's original working title was Reigo vs. Yamato (レイゴー対大和 - Reigô tai Yamatô).","Deep Sea Monster Reigo Reigo: The Deep-Sea Monster vs. the Battleship Yamato (深海獣レイゴー, Shinkaijū Reigō) is a 2005 independent tokusatsu film by Shinpei Hayashiya. Veteran artist Keita Amemiya designed the titular monster. The film's original working title was Reigo vs. Yamato (レイゴー対大和 - Reigô tai Yamatô).","Reigo is a fictional deep-sea monster, while the Battleship Yamato was a real Japanese World War II battleship.",,0,0.27586206896551724,0.864,0.136,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_3140,how many episodes of doc martin are there,"List of Doc Martin episodes As of November 8, 2017,[update] 62 episodes of Doc Martin have aired, including one special.","List of Doc Martin episodes As of November 8, 2017,[update] 62 episodes of Doc Martin have aired, including one special.",There are 119 episodes of Doc Martin.,,0,0.2857142857142857,0.851,0.149,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_4308,when does the lego ninjago movie videogame come out,"The Lego Ninjago Movie A video game by TT Fusion based on the film, The Lego Ninjago Movie Video Game, is set to be released on September 22, 2017 for Windows PC, Nintendo Switch, Playstation 4 and Xbox One.[12][13] The game will be similar to previous Lego games, with some new features such as multiplayer and new techniques.[12]","The Lego Ninjago Movie A video game by TT Fusion based on the film, The Lego Ninjago Movie Video Game, is set to be released on September 22, 2017 for Windows PC, Nintendo Switch, Playstation 4 and Xbox One.[12][13] The game will be similar to previous Lego games, with some new features such as multiplayer and new techniques.[12]","The Lego Ninjago Movie video game was released on September 25, 2018.",,0,0.23880597014925373,0.909,0.091,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_2255,what is the meaning of hypertext markup language,HTML Hypertext Markup Language (HTML) is the standard markup language for creating web pages and web applications. With Cascading Style Sheets (CSS) and JavaScript it forms a triad of cornerstone technologies for the World Wide Web.[2] Web browsers receive HTML documents from a web server or from local storage and render them into multimedia web pages. HTML describes the structure of a web page semantically and originally included cues for the appearance of the document.,HTML Hypertext Markup Language (HTML) is the standard markup language for creating web pages and web applications. With Cascading Style Sheets (CSS) and JavaScript it forms a triad of cornerstone technologies for the World Wide Web.[2] Web browsers receive HTML documents from a web server or from local storage and render them into multimedia web pages. HTML describes the structure of a web page semantically and originally included cues for the appearance of the document.,Hypertext Markup Language (HTML) is a markup language used to structure content on the web.,,0,0.2222222222222222,0.935,0.065,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_1898,who plays gamora from guardians of the galaxy,Zoe Saldana Saldana in the Marvel Cinematic Universe portrays Gamora beginning with Guardians of the Galaxy (2014) and later also in Guardians of the Galaxy Vol. 2 (2017) and Avengers: Infinity War (2018).,Zoe Saldana Saldana in the Marvel Cinematic Universe portrays Gamora beginning with Guardians of the Galaxy (2014) and later also in Guardians of the Galaxy Vol. 2 (2017) and Avengers: Infinity War (2018).,Zoe Saldana plays Gamora in the Guardians of the Galaxy films.,,0,0.35897435897435903,0.874,0.126,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_3034,how did the drummer in def leppard lose his arm,"Rick Allen (drummer) On the afternoon of 31 December 1984, Allen was involved in a car accident with his girlfriend Miriam Barendsen in the English countryside a few miles west of Sheffield.[5] While trying to pass another car at a high speed, he lost control of his Corvette C4, which hit a dry stone wall and entered a field. He was thrown from the car because his seatbelt had been improperly fastened, causing his left arm to be severed, while his girlfriend suffered head injuries, resulting in grade 2 concussion and brain swelling; she also suffered neck and spine injuries from severe whiplash. Doctors initially reattached Allen's arm, but because of an infection, it had to be re-amputated. His right shoulder was also severely broken in the accident.[6][7]","Rick Allen (drummer) On the afternoon of 31 December 1984, Allen was involved in a car accident with his girlfriend Miriam Barendsen in the English countryside a few miles west of Sheffield.[5] While trying to pass another car at a high speed, he lost control of his Corvette C4, which hit a dry stone wall and entered a field. He was thrown from the car because his seatbelt had been improperly fastened, causing his left arm to be severed, while his girlfriend suffered head injuries, resulting in grade 2 concussion and brain swelling; she also suffered neck and spine injuries from severe whiplash. Doctors initially reattached Allen's arm, but because of an infection, it had to be re-amputated. His right shoulder was also severely broken in the accident.[6][7]","The drummer, Rick Allen, lost his left arm in a car accident in 1984.",,0,0.17777777777777776,0.854,0.146,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_3530,where is the prix de l'arc de triomphe run,"Prix de l'Arc de Triomphe The Prix de l'Arc de Triomphe is a Group 1 flat horse race in France open to thoroughbreds aged three years or older. It is run at Longchamp over a distance of 2,400 metres (about 1Â½ miles), and it is scheduled to take place each year, usually on the first Sunday in October.","Prix de l'Arc de Triomphe The Prix de l'Arc de Triomphe is a Group 1 flat horse race in France open to thoroughbreds aged three years or older. It is run at Longchamp over a distance of 2,400 metres (about 1Â½ miles), and it is scheduled to take place each year, usually on the first Sunday in October.","The Prix de l'Arc de Triomphe is run at Longchamp Racecourse in Paris, France.",,0,0.33802816901408456,0.853,0.147,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_759,by whom the speaker of lok sabha is elected,"Speaker of the Lok Sabha The Speaker of the Lok Sabha is the presiding officer of the Lok Sabha, the lower house of the Parliament of India.[1] The speaker is elected in the very first meeting of the Lok Sabha following general elections. Serving for a term of five years, the Speaker chosen from amongst the members of the Lok Sabha, and is by convention a member of the ruling party or alliance.","Speaker of the Lok Sabha The Speaker of the Lok Sabha is the presiding officer of the Lok Sabha, the lower house of the Parliament of India.[1] The speaker is elected in the very first meeting of the Lok Sabha following general elections. Serving for a term of five years, the Speaker chosen from amongst the members of the Lok Sabha, and is by convention a member of the ruling party or alliance.",The Speaker of Lok Sabha is elected by the members of Lok Sabha.,,0,0.3188405797101449,0.912,0.088,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_468,where do styes in the eye come from,Stye The cause of a stye is usually a bacterial infection by Staphylococcus aureus.[3][6] The internal ones are due to infection of the meibomian gland while the external ones are due to an infection of the gland of Zeis.[5] A chalazion on the other hand is a blocked oil gland without infection.[4] They are typically in the middle of the eyelid and non painful.[5],Stye The cause of a stye is usually a bacterial infection by Staphylococcus aureus.[3][6] The internal ones are due to infection of the meibomian gland while the external ones are due to an infection of the gland of Zeis.[5] A chalazion on the other hand is a blocked oil gland without infection.[4] They are typically in the middle of the eyelid and non painful.[5],"Styes are caused by a blocked oil gland in the eyelid, often due to bacteria.",,0,0.26086956521739135,0.820,0.180,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_186,who appoints the high court judge of india,"Indian High Courts Act 1861 Appointment of the Judges: The Chief Justice of a High Court is appointed by the President with the consultation of the Chief Justice of the Supreme Court and the Governor of the State. The other judges are appointed by the will of President, Governor and the Chief Justice of High Court.","Indian High Courts Act 1861 Appointment of the Judges: The Chief Justice of a High Court is appointed by the President with the consultation of the Chief Justice of the Supreme Court and the Governor of the State. The other judges are appointed by the will of President, Governor and the Chief Justice of High Court.",The President of India appoints High Court judges on the recommendation of the Chief Justice of India.,,0,0.31034482758620696,0.841,0.159,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_4478,what is the difference between internal and external links,"Internal link An internal link is a type of hyperlink on a webpage to another page or resource, such as an image or document, on the same website or domain. Hyperlinks are considered either ""external"" or ""internal"" depending on their target or destination. Generally, a link to a page outside the same domain or website is considered external, whereas one that points at another section of the same webpage or to another page of the same website or domain is considered internal.[1]","Internal link An internal link is a type of hyperlink on a webpage to another page or resource, such as an image or document, on the same website or domain. Hyperlinks are considered either ""external"" or ""internal"" depending on their target or destination. Generally, a link to a page outside the same domain or website is considered external, whereas one that points at another section of the same webpage or to another page of the same website or domain is considered internal.[1]","Internal links connect pages within a website, while external links connect to pages on other websites.",,0,0.15909090909090906,0.841,0.159,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_264,when did world book day start in the uk,"World Book Day (UK and Ireland) The Day was first celebrated in 1995 in the United Kingdom. The original, global World Book Day event is generally observed on 23 April - it was changed in the UK to avoid clashes with Easter school holidays and with St George's Day. Conversely, a separate event World Book Night organized by independent charity The Reading Agency is held on 23 April.","World Book Day (UK and Ireland) The Day was first celebrated in 1995 in the United Kingdom. The original, global World Book Day event is generally observed on 23 April - it was changed in the UK to avoid clashes with Easter school holidays and with St George's Day. Conversely, a separate event World Book Night organized by independent charity The Reading Agency is held on 23 April.",World Book Day started in the UK in 1995.,,0,0.19999999999999998,0.821,0.179,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_4701,who sang the original devil went down to georgia,"The Devil Went Down to Georgia ""The Devil Went Down to Georgia"" is a song written and performed by the Charlie Daniels Band and released on their 1979[1] album Million Mile Reflections.","The Devil Went Down to Georgia ""The Devil Went Down to Georgia"" is a song written and performed by the Charlie Daniels Band and released on their 1979[1] album Million Mile Reflections.","The original ""Devil Went Down to Georgia"" was sung by Charlie Daniels.",,0,0.4,0.827,0.173,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_2669,what is the age of a minor in uk,"Minor (law) In England and Wales and in Northern Ireland a minor is a person under the age of 18;[10] this is also true for Scotland.[11] The age of criminal responsibility in England and Wales and in Northern Ireland is 10; and 12 in Scotland, formerly 8, which was the lowest age in Europe.[12][13][14]","Minor (law) In England and Wales and in Northern Ireland a minor is a person under the age of 18;[10] this is also true for Scotland.[11] The age of criminal responsibility in England and Wales and in Northern Ireland is 10; and 12 in Scotland, formerly 8, which was the lowest age in Europe.[12][13][14]","In the UK, a minor is generally anyone under the age of 18.",,0,0.21875,0.820,0.180,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_3762,when does donkey kong country tropical freeze come out,"Donkey Kong Country: Tropical Freeze In August 2013, Nintendo announced a planned North American release date of December 6, 2013, just in time for the holiday season. However, in October 2013, Nintendo pushed back the release date to February 21, 2014 citing the need for more time to optimize the game.[10] At the VGX Awards on December 7, 2013, the release date was confirmed for North America to be February 21, 2014.[11][12]","Donkey Kong Country: Tropical Freeze In August 2013, Nintendo announced a planned North American release date of December 6, 2013, just in time for the holiday season. However, in October 2013, Nintendo pushed back the release date to February 21, 2014 citing the need for more time to optimize the game.[10] At the VGX Awards on December 7, 2013, the release date was confirmed for North America to be February 21, 2014.[11][12]",Donkey Kong Country: Tropical Freeze was released in 2013 for Wii U.,,0,0.22500000000000003,0.841,0.159,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_670,where is the name ethan found in the bible,"Ethan (biblical figure) Ethan means strong and optimistic, solid and enduring; permanent. The name Ethan appears eight times in the Hebrew Bible (1Â Kings 4:31, Ps. 89 title, 1 Chr. 2:6 and 2:8, 1 Chr. 6:42 and 6:44, and 1 Chr. 15:17 and 15:19).","Ethan (biblical figure) Ethan means strong and optimistic, solid and enduring; permanent. The name Ethan appears eight times in the Hebrew Bible (1Â Kings 4:31, Ps. 89 title, 1 Chr. 2:6 and 2:8, 1 Chr. 6:42 and 6:44, and 1 Chr. 15:17 and 15:19).","The name Ethan is found in the Bible, most notably in the books of Psalms and Chronicles.",,0,0.15873015873015872,0.822,0.178,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_1318,where are the lymph nodes situated in the body,"List of lymph nodes of the human body Humans have approximately 500â€“600 lymph nodes distributed throughout the body, with clusters found in the underarms, groin, neck, chest, and abdomen.","List of lymph nodes of the human body Humans have approximately 500â€“600 lymph nodes distributed throughout the body, with clusters found in the underarms, groin, neck, chest, and abdomen.","Lymph nodes are situated throughout the body, often found in clusters in the neck, armpits, groin, and inside the chest and abdomen.",,0,0.5217391304347826,0.822,0.178,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant.","Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_3232,where was dawn of the planet of the apes filmed,"Dawn of the Planet of the Apes Filming began in April 2013 around the town of Campbell River, British Columbia.[29] The location of Vancouver Island was chosen for its similarity to the locations depicted in the film, the forests, and the variety of landscapes.[30] Filming in New Orleans started in May 2013 and continued in July 2013 at various locations such as the former Six Flags park Six Flags New Orleans.[31]","Dawn of the Planet of the Apes Filming began in April 2013 around the town of Campbell River, British Columbia.[29] The location of Vancouver Island was chosen for its similarity to the locations depicted in the film, the forests, and the variety of landscapes.[30] Filming in New Orleans started in May 2013 and continued in July 2013 at various locations such as the former Six Flags park Six Flags New Orleans.[31]","Dawn of the Planet of the Apes was primarily filmed in Richmond, California.",,0,0.1842105263157895,0.836,0.164,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_3925,where does the phrase creme dela creme come from,"Crème de la crème Crème de la crème (French, lit. 'cream of the cream') is an idiom meaning the ""best of the best"", ""superlative"", or ""the very best"".","Crème de la crème Crème de la crème (French, lit. 'cream of the cream') is an idiom meaning the ""best of the best"", ""superlative"", or ""the very best"".","The phrase ""creme dela creme"" is derived from French, meaning ""cream of the cream,"" implying the best of the best.",,0,0.46153846153846156,0.800,0.200,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_3501,when was the hebrew bible translated into greek,Bible translations into Greek The first known translation of the Bible into Greek is called the Septuagint (LXX; 3rdâ€“1st centuries BC). The LXX was written in Koine Greek.[1] It contains the Hebrew Bible translated from Hebrew and Aramaic. It also includes several other documents which are considered to have differing levels of authority by various Christian churches.[a] Some of these other documents are believed to have been written originally in Greek.,Bible translations into Greek The first known translation of the Bible into Greek is called the Septuagint (LXX; 3rdâ€“1st centuries BC). The LXX was written in Koine Greek.[1] It contains the Hebrew Bible translated from Hebrew and Aramaic. It also includes several other documents which are considered to have differing levels of authority by various Christian churches.[a] Some of these other documents are believed to have been written originally in Greek.,"The Hebrew Bible was translated into Greek beginning around the 3rd century BCE, with the completion of the Septuagint by the 1st century BCE.",,0,0.25287356321839083,0.817,0.183,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_4489,who made the infamous raid at harper's ferry in 1859,"John Brown's raid on Harpers Ferry John Brown's raid on Harper's Ferry (also known as John Brown's raid or The raid on Harper's Ferry)[2] was an effort by armed abolitionist John Brown to initiate an armed slave revolt in 1859 by taking over a United States arsenal at Harpers Ferry, Virginia. Brown's party of 22[1] was defeated by a company of U.S. Marines, led by First Lieutenant Israel Greene.[3] Colonel Robert E. Lee was in overall command of the operation to retake the arsenal. John Brown had originally asked Harriet Tubman and Frederick Douglass, both of whom he had met in his transformative years as an abolitionist in Springfield, Massachusetts, to join him in his raid, but Tubman was prevented by illness and Douglass declined, as he believed Brown's plan would fail.[4]","John Brown's raid on Harpers Ferry John Brown's raid on Harper's Ferry (also known as John Brown's raid or The raid on Harper's Ferry)[2] was an effort by armed abolitionist John Brown to initiate an armed slave revolt in 1859 by taking over a United States arsenal at Harpers Ferry, Virginia. Brown's party of 22[1] was defeated by a company of U.S. Marines, led by First Lieutenant Israel Greene.[3] Colonel Robert E. Lee was in overall command of the operation to retake the arsenal. John Brown had originally asked Harriet Tubman and Frederick Douglass, both of whom he had met in his transformative years as an abolitionist in Springfield, Massachusetts, to join him in his raid, but Tubman was prevented by illness and Douglass declined, as he believed Brown's plan would fail.[4]",John Brown made the infamous raid at Harper's Ferry in 1859.,,0,0.12244897959183673,0.802,0.198,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_530,when was the first indian residential school opened in canada,List of Indian residential schools in Canada The following is a list of Canadian Indian residential schools[1] The first residential schools were set up in the 1840s with the last residential school closing in 1997.[2][3][4],List of Indian residential schools in Canada The following is a list of Canadian Indian residential schools[1] The first residential schools were set up in the 1840s with the last residential school closing in 1997.[2][3][4],The first Indian Residential School in Canada was opened in 1831.,,0,0.3181818181818182,0.800,0.200,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_4132,when did the samsung galaxy s7 edge come out,"Samsung Galaxy S7 Samsung Galaxy S7 and Samsung Galaxy S7 Edge are Android smartphones manufactured and marketed by Samsung Electronics. The S7 series serves as the successor to the Galaxy S6, S6 Edge and S6 Edge+ released in 2015. The phones were officially unveiled on 21 February 2016, during a Samsung press conference at Mobile World Congress, with a European and North American release on 11 March 2016.[5][6]","Samsung Galaxy S7 Samsung Galaxy S7 and Samsung Galaxy S7 Edge are Android smartphones manufactured and marketed by Samsung Electronics. The S7 series serves as the successor to the Galaxy S6, S6 Edge and S6 Edge+ released in 2015. The phones were officially unveiled on 21 February 2016, during a Samsung press conference at Mobile World Congress, with a European and North American release on 11 March 2016.[5][6]",The Samsung Galaxy S7 Edge was released in March 2016.,,0,0.2191780821917808,0.805,0.195,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
baseline,results_nq_5000,long_form,MiniLM,high_similarity_wrong,sample_3163,what is the function of objective lens in microscope,"Objective (optics) The objective lens of a microscope is the one at the bottom near the sample. At its simplest, it is a very high-powered magnifying glass, with very short focal length. This is brought very close to the specimen being examined so that the light from the specimen comes to a focus inside the microscope tube. The objective itself is usually a cylinder containing one or more lenses that are typically made of glass; its function is to collect light from the sample.","Objective (optics) The objective lens of a microscope is the one at the bottom near the sample. At its simplest, it is a very high-powered magnifying glass, with very short focal length. This is brought very close to the specimen being examined so that the light from the specimen comes to a focus inside the microscope tube. The objective itself is usually a cylinder containing one or more lenses that are typically made of glass; its function is to collect light from the sample.",The objective lens magnifies and focuses the image of the specimen.,,0,0.10126582278481013,0.810,0.190,semantic_similarity_limitation,topic_relatedness_from_long_passage,Whole-passage similarity measures topic relatedness rather than answer equivalence.,"Codex manual review, 2026-05-07"
