question,correct_answer,id,dataset,ground_truth,prompt,prediction,reference_answer,reference_answer_source,reference_evidence,exact_match,token_f1,contains_ground_truth,contains_prediction_in_reference,correct_label,similarity_sentence_transformers_all_MiniLM_L6_v2,similarity_BAAI_bge_base_en_v1.5,entity_overlap,hybrid_sentence_transformers_all_MiniLM_L6_v2,hybrid_BAAI_bge_base_en_v1.5,result_group,dataset_result,task_type,model,failure_kind,active_similarity,distance,human_category,human_type,human_rationale
What's the term for the gradual progression from simple plants to larger more complex ones in an area?,primary succession,sample_63,sciq,primary succession,"Answer the following science question with a short phrase.

Question: What's the term for the gradual progression from simple plants to larger more complex ones in an area?

Answer:",Succession,primary succession,ground_truth,primary succession,0,0.6666666666666666,0,0,0,0.8740105032920837,0.819545328617096,0.0,0.6118073523044586,0.5736817300319671,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8740105032920837,0.12598949670791626,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
An endocrine disease usually involves the secretion of too much or not enough of what?,hormone,sample_82,sciq,hormone,"Answer the following science question with a short phrase.

Question: An endocrine disease usually involves the secretion of too much or not enough of what?

Answer:",hormones,hormone,ground_truth,hormone,0,0.0,0,0,0,0.8980160355567932,0.912589430809021,0.0,0.6286112248897552,0.6388126015663147,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8980160355567932,0.10198396444320679,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
Most of the pathogens that cause stis enter the body through mucous membranes of which organs?,reproductive organs,sample_88,sciq,reproductive organs,"Answer the following science question with a short phrase.

Question: Most of the pathogens that cause stis enter the body through mucous membranes of which organs?

Answer:",Sexual organs.,reproductive organs,ground_truth,reproductive organs,0,0.5,0,0,0,0.8157496452331543,0.8409343957901001,0.0,0.571024751663208,0.58865407705307,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8157496452331543,0.1842503547668457,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant."
"When water goes above and below its freezing point, what rock-breaking phenomenon is common?",ice wedging,sample_95,sciq,ice wedging,"Answer the following science question with a short phrase.

Question: When water goes above and below its freezing point, what rock-breaking phenomenon is common?

Answer:",Frost wedging,ice wedging,ground_truth,ice wedging,0,0.5,0,0,0,0.8144584894180298,0.8935739398002625,0.0,0.5701209425926208,0.6255017578601837,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8144584894180298,0.18554151058197021,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant."
Phosphate-containing ocean sediments form primarily from the bodies of ocean organisms and from their what?,excretions,sample_120,sciq,excretions,"Answer the following science question with a short phrase.

Question: Phosphate-containing ocean sediments form primarily from the bodies of ocean organisms and from their what?

Answer:",excreta,excretions,ground_truth,excretions,0,0.0,0,0,0,0.8667147755622864,0.8599010705947876,0.0,0.6067003428936004,0.6019307494163513,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8667147755622864,0.13328522443771362,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
"A few earthquakes take place away from plate boundaries, these are called what?",intraplate earthquakes,sample_124,sciq,intraplate earthquakes,"Answer the following science question with a short phrase.

Question: A few earthquakes take place away from plate boundaries, these are called what?

Answer:",Intra-plate earthquakes,intraplate earthquakes,ground_truth,intraplate earthquakes,0,0.4,0,0,0,0.8981689214706421,0.976912796497345,0.0,0.6287182450294494,0.6838389575481414,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8981689214706421,0.10183107852935791,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
What do ranchers fear will happen if wolves return?,livestock predation,sample_152,sciq,livestock predation,"Answer the following science question with a short phrase.

Question: What do ranchers fear will happen if wolves return?

Answer:",Increased predation on livestock.,livestock predation,ground_truth,livestock predation,0,0.6666666666666666,0,0,0,0.9306113719940186,0.9186480045318604,0.0,0.651427960395813,0.6430536031723022,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.9306113719940186,0.06938862800598145,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
Global warming will raise ocean levels due to melt water from glaciers and the greater volume of what?,warmer water,sample_216,sciq,warmer water,"Answer the following science question with a short phrase.

Question: Global warming will raise ocean levels due to melt water from glaciers and the greater volume of what?

Answer:",warm water,warmer water,ground_truth,warmer water,0,0.5,0,0,0,0.9005037546157837,0.9438207149505615,0.5,0.7803526282310486,0.810674500465393,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.9005037546157837,0.09949624538421631,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant."
What does the driving of turbines by the heating of water to steam accomplish?,generation of electricity,sample_220,sciq,generation of electricity,"Answer the following science question with a short phrase.

Question: What does the driving of turbines by the heating of water to steam accomplish?

Answer:",Generates electricity.,generation of electricity,ground_truth,generation of electricity,0,0.4,0,0,0,0.8558415770530701,0.884177565574646,0.0,0.599089103937149,0.6189242959022522,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8558415770530701,0.14415842294692993,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant."
What is a device that changes kinetic energy to electrical energy through electromagnetic induction?,an electric generator,sample_221,sciq,an electric generator,"Answer the following science question with a short phrase.

Question: What is a device that changes kinetic energy to electrical energy through electromagnetic induction?

Answer:",Generator,an electric generator,ground_truth,an electric generator,0,0.6666666666666666,0,0,0,0.8309645652770996,0.8594817519187927,0.0,0.5816751956939696,0.6016372263431549,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8309645652770996,0.1690354347229004,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
What are formed by the attraction between oppositely charged ions?,ionic bonds,sample_265,sciq,ionic bonds,"Answer the following science question with a short phrase.

Question: What are formed by the attraction between oppositely charged ions?

Answer:",Ionic compounds,ionic bonds,ground_truth,ionic bonds,0,0.5,0,0,0,0.8100942969322205,0.8575113415718079,0.0,0.5670660078525542,0.6002579391002655,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8100942969322205,0.18990570306777954,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant."
What are the two distinct types of cells found in the animal kingdom?,prokaryotes and eukaryotes,sample_292,sciq,prokaryotes and eukaryotes,"Answer the following science question with a short phrase.

Question: What are the two distinct types of cells found in the animal kingdom?

Answer:",Eukaryotic and prokaryotic,prokaryotes and eukaryotes,ground_truth,prokaryotes and eukaryotes,0,0.3333333333333333,0,0,0,0.9513198733329773,0.9660742878913879,0.0,0.665923911333084,0.6762520015239715,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.9513198733329773,0.048680126667022705,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
What are the 2 primary hosts of ebola in central africa?,apes and bats,sample_330,sciq,apes and bats,"Answer the following science question with a short phrase.

Question: What are the 2 primary hosts of ebola in central africa?

Answer:",Bats and primates,apes and bats,ground_truth,apes and bats,0,0.6666666666666666,0,0,0,0.9175637364387512,0.9147254228591919,0.0,0.6422946155071259,0.6403077960014343,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.9175637364387512,0.08243626356124878,automatic_label_artifact,paraphrase_alias_or_surface_mismatch,"Prediction is likely a paraphrase, alias, or surface-form variant."
Both diffusion and effusion are related to the speed at which what objects move?,gas molecules,sample_372,sciq,gas molecules,"Answer the following science question with a short phrase.

Question: Both diffusion and effusion are related to the speed at which what objects move?

Answer:",molecules,gas molecules,ground_truth,gas molecules,0,0.6666666666666666,0,0,0,0.801552951335907,0.8762999773025513,0.6666666666666666,0.7610870659351348,0.8134099841117859,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.801552951335907,0.19844704866409302,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
"What property is characterized by eddies and swirls that mix layers of fluid together, unlike laminar flow?",turbulence,sample_396,sciq,turbulence,"Answer the following science question with a short phrase.

Question: What property is characterized by eddies and swirls that mix layers of fluid together, unlike laminar flow?

Answer:",Turbulent flow,turbulence,ground_truth,turbulence,0,0.0,0,0,0,0.8127655386924744,0.8657868504524231,0.0,0.568935877084732,0.6060507953166961,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8127655386924744,0.18723446130752563,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
What type of bonds do alkanes only contain?,carbon-carbon single bonds,sample_409,sciq,carbon-carbon single bonds,"Answer the following science question with a short phrase.

Question: What type of bonds do alkanes only contain?

Answer:",Carbon-carbon and carbon-hydrogen single bonds,carbon-carbon single bonds,ground_truth,carbon-carbon single bonds,0,0.7272727272727273,0,0,0,0.9053758978843689,0.9366515278816223,0.0,0.6337631285190581,0.6556560695171356,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.9053758978843689,0.0946241021156311,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
"This heat is used to convert water into steam, which is then used to turn a turbine, thus generating what?",electrical power,sample_415,sciq,electrical power,"Answer the following science question with a short phrase.

Question: This heat is used to convert water into steam, which is then used to turn a turbine, thus generating what?

Answer:",electricity,electrical power,ground_truth,electrical power,0,0.0,0,0,0,0.8583698272705078,0.8643055558204651,0.0,0.6008588790893554,0.6050138890743255,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8583698272705078,0.1416301727294922,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
What is the name of the region of a magnet that has the most pull?,pole,sample_431,sciq,pole,"Answer the following science question with a short phrase.

Question: What is the name of the region of a magnet that has the most pull?

Answer:",Poles,pole,ground_truth,pole,0,0.0,0,0,0,0.872344970703125,0.8665637373924255,0.0,0.6106414794921875,0.6065946161746978,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.872344970703125,0.127655029296875,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
How many major forces of elevation cause allele frequencies to change?,four,sample_432,sciq,four,"Answer the following science question with a short phrase.

Question: How many major forces of elevation cause allele frequencies to change?

Answer:",Three,four,ground_truth,four,0,0.0,0,0,0,0.8232484459877014,0.6993290185928345,0.0,0.5762739121913909,0.4895303130149841,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8232484459877014,0.17675155401229858,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
What temperature scale is obtained by adding 273 degrees from the corresponding celsius temperature?,kelvin scale,sample_438,sciq,kelvin scale,"Answer the following science question with a short phrase.

Question: What temperature scale is obtained by adding 273 degrees from the corresponding celsius temperature?

Answer:",Kelvin,kelvin scale,ground_truth,kelvin scale,0,0.6666666666666666,0,0,0,0.8134966492652893,0.9069659113883972,0.0,0.5694476544857024,0.634876137971878,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8134966492652893,0.1865033507347107,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
Frequency and intensity are two measurable properties of what?,wave,sample_462,sciq,wave,"Answer the following science question with a short phrase.

Question: Frequency and intensity are two measurable properties of what?

Answer:",waves,wave,ground_truth,wave,0,0.0,0,0,0,0.9182223677635193,0.9254010319709778,0.0,0.6427556574344635,0.6477807223796844,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.9182223677635193,0.08177763223648071,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
How many different types of stresses are there?,four,sample_486,sciq,four,"Answer the following science question with a short phrase.

Question: How many different types of stresses are there?

Answer:",Three,four,ground_truth,four,0,0.0,0,0,0,0.8232484459877014,0.6993290185928345,0.0,0.5762739121913909,0.4895303130149841,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8232484459877014,0.17675155401229858,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
Producers at the base of ecological food webs are also known as?,autotrophic,sample_494,sciq,autotrophic,"Answer the following science question with a short phrase.

Question: Producers at the base of ecological food webs are also known as?

Answer:",Autotrophs,autotrophic,ground_truth,autotrophic,0,0.0,0,0,0,0.8083309531211853,0.8845458030700684,0.0,0.5658316671848297,0.6191820621490478,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8083309531211853,0.1916690468788147,semantic_similarity_limitation,semantic_relatedness_not_correctness,Relatedness alone does not prove factual correctness.
What is the study of the similarities and differences in the embryos of different species?,comparative embryology,sample_497,sciq,comparative embryology,"Answer the following science question with a short phrase.

Question: What is the study of the similarities and differences in the embryos of different species?

Answer:",Embryology,comparative embryology,ground_truth,comparative embryology,0,0.6666666666666666,0,0,0,0.8779029250144958,0.8416483998298645,0.0,0.614532047510147,0.5891538798809051,baseline,results_sciq_500,short_form,MiniLM,high_similarity_wrong,0.8779029250144958,0.12209707498550415,semantic_similarity_limitation,under_or_over_specific_answer,Answer changes the specificity required by the question.
"When populations get close to the carrying capacity, what happens to growth?",slows,sample_77,sciq,slows,"Answer the following science question with a short phrase.

Question: When populations get close to the carrying capacity, what happens to growth?

Answer:",Growth slows down.,slows,ground_truth,slows,0,0.5,1,0,1,0.3434903025627136,0.7740140557289124,0.0,0.24044321179389952,0.5418098390102386,baseline,results_sciq_500,short_form,MiniLM,low_similarity_correct,0.3434903025627136,0.6565096974372864,low_similarity_false_negative,answer_containment_or_context_dilution,"Correct answer is present or accepted, but extra context lowers similarity."
